"","source","Dissimilarity","IsMetric","NegCounter","ZeroCounter","PcoaNegFrac","pseudo_F","pseudo_R2","p_value","MiRKAT_Rsquared"
"127","IBD_wgs","kulczynski","NO",3.31763758989554e-06,0,"3.81946060273449e-15%",1.40627407302993,0.112146579032156,0,0.0141914698843155
"128","IBD_wgs","jaccard","YES",0,0,"0%",1.269410304135,0.102349152835841,0,0.0106662551821342
"129","IBD_wgs","gower","YES",0,0,"0%",1.18562290115825,0.0962437789849961,0.126126126126126,0.00913188980112683
"130","IBD_wgs","altGower","NO",0.00261429842083773,0,"3.86318774677811e-15%",1.11681959938869,0.091167808722248,0.189189189189189,0.00958458750922469
"131","IBD_wgs","morisita","NO",0.000783294234974328,0,"4.40408330058367e-15%",1.37860301786904,0.110183026765203,0,0.0141113154366402
"132","IBD_wgs","horn","NO",0.000779644833625443,0,"5.8102377446112e-15%",1.37769158341549,0.110118203151457,0,0.0140974585914149
"133","IBD_wgs","mountford","YES",0,0,"0%",1.00059213939463,0.082462360729308,0.347347347347347,0.00552607345861466
"134","IBD_wgs","raup","NO",0.0135595165936595,0.959317800817945,"2.14857924875722e-13%",1.14196584125759,0.0930295730487277,0.251251251251251,0.00738892036478718
"135","IBD_wgs","binomial","YES",0,0,"4.8419566564331e-15%",1.3026388498528,0.104747649051034,0.005005005005005,0.0118023286920074
"136","IBD_wgs","chao","NO",0.197047103486738,0,"8.05560408267381e-15%",1.30062025193842,0.104602308752305,0.0600600600600601,0.019900004546562
"137","IBD_wgs","cao","YES",0,0,"5.38183365157393e-16%",1.2735283643634,0.102647099274091,0.041041041041041,0.0142642291358609
"138","IBD_wgs","chisq","YES",0,0,"0%",1.49001058789471,0.118036123961499,0.127127127127127,0.00471032436613094
"139","IBD_wgs","chord","YES",0,0,"0%",1.33429826438957,0.107020989025155,0,0.0123201312724618
"140","IBD_wgs","hellinger","YES",0,0,"0%",1.44980246322223,0.115217898516131,0,0.01673531342421
"141","IBD_wgs","aitchison","YES",0,0,"0%",1.44980246322223,0.115217898516131,0,0.01673531342421
"142","IBD_wgs","robust.aitchison","YES",0,0,"6.82201100795162e-16%",1.23021567056994,0.0995034411382646,0,0.0101927999243362
"143","IBD_wgs","unifrac_unweighted","YES",0,0,"0%",1.17581041136008,0.0955233309276273,0.0940940940940941,0.0113179576340612
"144","IBD_wgs","unifrac_weighted_phyloseq","YES",0,0,"0%",1.12748183298054,0.0919581461498788,0.174174174174174,0.0114982689963774
"145","IBD_wgs","unifrac_weighted_gunifrac","YES",0,0,"8.04530272447331e-15%",1.47010684090406,0.116643299018398,0.001001001001001,0.0272872243008984
"146","Pig_gut","manhattan","YES",0,0,"1.27881743576099e-15%",4.2075345410297,0.0881943404015378,0,0.0686661916234252
"147","Pig_gut","euclidean","YES",0,0,"0%",3.49775769600906,0.0744239271718719,0,0.0530619843215109
"148","Pig_gut","canberra","YES",0,0,"0%",2.45592902379448,0.0534409612853846,0,0.0372294291884952
"149","Pig_gut","clark","YES",0,0,"0%",1.95490916886256,0.0430076575799585,0,0.0284522379277475
"150","Pig_gut","bray","YES",0,0,"0%",5.46714431387015,0.111649237268704,0,0.0912450094209321
"151","Pig_gut","kulczynski","YES",0,0,"6.79879229152727e-16%",5.80108799460189,0.117666530913822,0,0.0976820218199908
"152","Pig_gut","jaccard","YES",0,0,"0%",3.54906259364163,0.0754332264660521,0,0.0589204237737542
"153","Pig_gut","gower","YES",0,0,"0%",2.84709705576753,0.0614298896075787,0,0.0432963935914186
"154","Pig_gut","altGower","NO",0.00085404607876518,0,"1.05182633886774e-15%",2.08620516788851,0.0457639577632152,0,0.0307846358711915
"155","Pig_gut","morisita","NO",0.000198615367154693,0,"4.28092270323764e-15%",8.31180119494426,0.160422934606553,0,0.138300792265116
"156","Pig_gut","horn","NO",0.000190103279990921,0,"1.07701677998055e-14%",8.2954073279627,0.160157198406359,0,0.138033643961941
"157","Pig_gut","mountford","YES",0,0,"0%",1.01200967319738,0.0227356545037498,0,0.0114478224280769
"158","Pig_gut","binomial","YES",0,0,"0%",4.65825904775829,0.0967281446602694,0,0.0745734075883211
"159","Pig_gut","chao","NO",1.98615367154693e-05,0,"6.24913311968819e-16%",5.59981934432233,0.114049693442912,0,0.0918764924486941
"160","Pig_gut","cao","YES",0,0,"5.88155879191733e-16%",4.19175070844357,0.0878925735829917,0,0.0669372199785371
"161","Pig_gut","mahalanobis","YES",0,0,"0%",0.999999999999995,0.0224719101123594,0.793793793793794,0.0112359550561798
"162","Pig_gut","chisq","YES",0,0,"0%",2.34626832511304,0.0511768658786965,0,0.0357699783434451
"163","Pig_gut","chord","YES",0,0,"0%",5.65340429421788,0.11501551877014,0,0.0949759059640558
"164","Pig_gut","hellinger","YES",0,0,"5.01731830194099e-16%",5.10107617155943,0.104958090918664,0,0.0859977589394914
"165","Pig_gut","aitchison","YES",0,0,"5.01731830194099e-16%",5.10107617155943,0.104958090918664,0,0.0859977589394914
"166","Pig_gut","robust.aitchison","YES",0,0,"0%",3.32876384076034,0.0710837435743487,0,0.0558415280039725
"167","Pig_gut","unifrac_unweighted","YES",0,0,"0%",3.37326318214254,0.0719656143638761,0,0.0532625986991953
"168","Pig_gut","unifrac_weighted_phyloseq","YES",0,0,"0%",11.674875653009,0.211597679466131,0,0.200366141041134
"169","Pig_gut","unifrac_weighted_gunifrac","YES",0,0,"2.12345772587383e-15%",9.42701300842958,0.178113452329686,0,0.153730046567761
